neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day
18,1.32968,103.86851999999999,3,110,30,1,0.91,274,332,2019,7,27
13,1.29441,103.84119,3,181,7,3,0.42,114,362,2019,6,10
1,1.28357,103.83499,3,211,1,5,0.64,30,293,2019,7,29
1,1.2836,103.8336,3,208,2,4,0.5,26,293,2019,2,3
1,1.28399,103.83258000000001,3,139,1,1,0.21,24,208,2019,4,7
8,1.30551,103.84765,3,281,1,3,0.45,64,364,2019,7,8
11,1.28474,103.84352,2,37,1,31,4.03,3,244,2019,8,12
13,1.2919200000000002,103.83889,2,19,4,14,1.77,2,334,2019,8,24
4,1.3120100000000001,103.88644000000001,2,64,2,22,3.01,14,63,2019,8,22
4,1.3139299999999998,103.8868,2,58,1,23,2.97,22,158,2019,7,24
3,1.2753299999999999,103.84503000000001,3,151,30,1,0.27,274,244,2019,5,11
3,1.27547,103.84558,3,144,30,1,0.6,274,286,2019,7,10
9,1.32769,103.86111,2,50,3,5,0.71,1,56,2019,8,8
1,1.28518,103.8335,3,233,2,2,0.28,26,293,2019,5,26
7,1.29416,103.84258,3,168,5,3,0.46,141,242,2019,5,11
4,1.3116299999999999,103.88146,2,60,1,2,0.26,37,363,2019,3,25
4,1.31522,103.89859,3,200,5,1,0.18,113,49,2019,3,12
4,1.31473,103.89844000000001,3,200,5,1,0.16,113,55,2019,2,20
14,1.30256,103.84869,3,200,30,4,1.09,2,233,2019,7,24
11,1.28531,103.84161999999999,2,87,18,1,0.14,112,350,2019,2,1
7,1.29072,103.84836,3,268,2,22,2.82,12,58,2019,8,24
14,1.30306,103.84806,2,87,7,1,0.15,9,0,2019,2,6
18,1.3316299999999999,103.86721999999999,3,118,30,1,0.24,274,344,2019,4,25
18,1.32978,103.86724,3,219,90,2,0.63,274,301,2019,6,29
13,1.29854,103.83413,3,144,90,3,0.47,274,256,2019,7,11
12,1.30342,103.78484,3,156,3,1,0.17,274,0,2019,3,5
13,1.29529,103.83816999999999,3,129,2,31,4.04,3,333,2019,8,5
15,1.29135,103.83677,3,114,6,5,0.64,1,64,2019,8,20
2,1.31128,103.79456,1,40,7,2,0.29,8,360,2019,4,6
2,1.31154,103.79495,1,35,7,2,0.98,8,345,2019,8,4
2,1.31125,103.79494,1,35,7,2,0.36,8,358,2019,7,28
15,1.28849,103.84687,1,26,1,4,0.53,109,358,2019,7,1
15,1.28678,103.84786,1,26,1,1,0.17,109,365,2019,3,4
15,1.28691,103.84685999999999,1,26,1,1,0.13,109,365,2019,1,17
15,1.28785,103.84821,1,26,1,2,0.31,109,365,2019,4,14
15,1.28652,103.84744,1,31,1,3,0.42,109,355,2019,7,14
15,1.2867600000000001,103.84751999999999,1,31,1,1,0.29,109,365,2019,5,19
7,1.30009,103.84526,3,249,2,22,3.22,6,122,2019,8,13
15,1.2917299999999998,103.83711,2,90,10,14,1.82,2,306,2019,7,28
4,1.3165799999999999,103.89126999999999,3,214,1,20,3.09,22,0,2019,7,31
18,1.33053,103.86773000000001,3,219,3,5,0.75,8,340,2019,8,9
14,1.30318,103.85339,3,319,2,12,1.73,38,155,2019,8,13
14,1.3087,103.8506,2,61,2,9,1.21,2,81,2019,8,6
4,1.31379,103.8982,3,108,3,1,0.26,28,41,2019,5,7
4,1.3099100000000001,103.87819,3,178,3,1,0.19,28,337,2019,3,27
4,1.31139,103.87671999999999,3,178,3,1,1.0,28,336,2019,8,2
4,1.31035,103.87676,3,178,3,1,0.15,28,319,2019,2,6
3,1.30013,103.85844,3,119,30,2,0.44,8,305,2019,5,29
12,1.28014,103.78483,3,360,2,24,3.43,6,321,2019,8,13
9,1.32701,103.84432,3,228,3,1,0.18,203,262,2019,3,12
1,1.2833,103.83369,3,125,1,7,1.01,24,303,2019,5,19
4,1.31417,103.8985,3,250,4,1,0.14,114,362,2019,1,26
9,1.3261399999999999,103.84302,3,168,3,1,0.41,141,262,2019,6,16
4,1.31302,103.87998,3,187,1,1,0.18,2,226,2019,3,17
3,1.27836,103.84569,3,378,2,26,3.56,2,135,2019,8,17
3,1.27519,103.84477,3,378,2,2,0.29,1,65,2019,6,3
2,1.31321,103.80043,2,60,2,14,1.85,1,158,2019,5,30
14,1.30113,103.85288,3,356,3,4,0.66,3,80,2019,6,2
16,1.24526,103.83999,3,200,1,33,5.13,1,155,2019,8,22
12,1.29308,103.80709,2,50,1,1,0.15,1,0,2019,2,6
5,1.31577,103.85544,2,100,3,13,1.9,4,68,2019,7,31
4,1.31439,103.89419000000001,2,42,5,2,0.27,1,0,2019,1,25
11,1.28325,103.84138,2,99,3,18,2.45,7,332,2019,8,9
5,1.31926,103.86329,2,50,2,1,0.23,2,162,2019,4,21
1,1.28452,103.8327,3,108,2,3,0.42,26,277,2019,4,1
1,1.28236,103.83386999999999,3,101,1,3,0.41,30,277,2019,2,20
9,1.3167200000000001,103.8386,2,64,2,18,2.78,1,7,2019,8,25
17,1.29332,103.82409,2,69,2,2,2.0,1,6,2019,8,12
5,1.31655,103.85478,2,100,3,13,1.83,4,69,2019,8,26
4,1.31443,103.88434000000001,3,165,3,15,2.27,4,307,2019,8,20
3,1.28015,103.85491999999999,3,287,2,17,2.59,6,127,2019,8,24
17,1.32199,103.8155,3,219,5,1,0.55,78,364,2019,7,5
13,1.29564,103.83773000000001,3,168,1,4,0.56,7,0,2019,6,28
13,1.2953,103.83591,2,68,1,2,0.74,7,0,2019,6,28
13,1.2949,103.83752,2,58,1,5,1.76,7,0,2019,6,28
4,1.31454,103.88863,3,199,2,1,0.14,1,0,2019,1,26
1,1.2667,103.81127,3,358,3,24,3.51,4,153,2019,8,12
10,1.30379,103.83402,3,349,2,9,1.33,3,54,2019,8,4
3,1.27478,103.84455,3,250,1,4,0.62,1,0,2019,3,12
5,1.3107,103.85883000000001,3,165,14,1,0.16,157,354,2019,2,26
3,1.30024,103.85846,3,92,30,1,0.26,8,262,2019,5,5
4,1.32786,103.88709,2,40,2,2,0.33,3,2,2019,8,16
5,1.30894,103.86227,2,44,18,1,0.25,112,362,2019,4,30
8,1.31633,103.8361,2,119,4,23,3.77,3,327,2019,8,17
17,1.31123,103.82571999999999,3,231,3,3,3.0,5,167,2019,8,26
11,1.28168,103.84646,2,240,1,6,1.01,5,334,2019,8,21
8,1.31572,103.83458,2,181,4,15,2.41,3,319,2019,8,23
3,1.29769,103.85582,2,99,1,23,3.58,1,28,2019,8,21
6,1.3072,103.89862,3,187,3,4,0.75,17,35,2019,7,12
13,1.29321,103.84109000000001,3,131,20,3,0.47,141,362,2019,7,5
4,1.3153700000000002,103.89829,3,137,3,7,1.39,141,45,2019,7,8
4,1.3152,103.89118,2,50,3,16,2.7,3,37,2019,8,13
6,1.30723,103.90012,3,187,3,2,0.55,17,104,2019,5,18
17,1.29449,103.82978,3,137,2,2,0.3,25,349,2019,5,24
3,1.27436,103.8459,3,156,30,1,1.0,274,236,2019,8,27
8,1.30505,103.84163000000001,3,287,10,1,0.16,6,0,2019,2,28
5,1.31505,103.84751,2,100,1,1,0.27,1,0,2019,5,9
3,1.2799,103.84668,2,369,1,5,0.83,5,276,2019,8,21
13,1.29544,103.84096,3,287,20,4,0.97,141,253,2019,8,10
12,1.2809,103.78569,3,119,5,1,0.17,1,66,2019,3,10
1,1.2833299999999999,103.83055999999999,3,125,2,1,0.17,24,291,2019,3,10
17,1.31126,103.82576,3,344,3,1,0.15,76,300,2019,2,10
4,1.3166200000000001,103.88729000000001,3,100,32,1,0.34,4,122,2019,6,2
4,1.3194,103.88009,2,176,4,1,0.7,3,138,2019,7,17
17,1.29259,103.83044,3,133,2,2,0.37,24,294,2019,3,26
5,1.31451,103.85594,3,150,3,1,0.31,203,341,2019,5,24
16,1.25306,103.82268,2,300,1,3,0.7,2,0,2019,7,14
17,1.2947600000000001,103.83067,3,132,2,2,0.34,24,262,2019,5,4
11,1.28383,103.84314,2,57,18,1,0.34,48,356,2019,6,1
3,1.28147,103.85389,3,299,2,3,0.49,2,126,2019,7,17
4,1.31427,103.88585,2,51,2,14,2.32,26,211,2019,7,2
4,1.3121200000000002,103.87846,2,51,2,4,0.61,26,168,2019,8,20
5,1.3158100000000001,103.85464,2,100,3,15,2.21,4,72,2019,8,6
1,1.2781799999999999,103.83792,3,108,3,3,1.64,18,67,2019,7,21
10,1.30172,103.83955,3,210,2,12,1.95,38,297,2019,8,14
14,1.30595,103.84826,3,300,1,4,1.03,27,356,2019,6,6
14,1.30439,103.84971999999999,3,90,1,4,0.62,64,365,2019,5,19
5,1.2992299999999999,103.88405,3,199,7,2,0.48,15,51,2019,7,20
5,1.2999,103.88529,3,126,7,5,1.04,15,155,2019,8,18
6,1.29884,103.88546,3,147,7,9,1.38,15,295,2019,8,7
12,1.30436,103.78396,3,169,5,1,0.15,1,146,2019,2,16
14,1.30271,103.85054000000001,3,119,1,3,0.52,64,365,2019,5,19
13,1.29395,103.84165,2,81,2,10,1.59,1,57,2019,8,26
3,1.27554,103.84541,3,151,29,1,0.52,274,333,2019,7,2
0,1.34832,103.85584,3,290,21,2,0.48,274,329,2019,8,20
0,1.34673,103.8538,3,140,90,1,0.25,274,8,2019,5,1
4,1.31225,103.87821,2,50,1,10,1.54,1,157,2019,5,24
9,1.32446,103.85044,3,175,3,1,0.32,157,345,2019,5,28
9,1.3283,103.84304,3,190,5,2,0.46,157,262,2019,5,8
17,1.2957100000000001,103.82925,2,67,2,23,3.5,4,55,2019,8,10
4,1.3101,103.88103000000001,3,150,2,4,0.98,3,89,2019,7,19
4,1.31415,103.88324,3,129,1,12,2.02,1,107,2019,8,13
4,1.31295,103.87548000000001,3,208,1,20,3.23,22,134,2019,7,30
8,1.30639,103.84705,3,110,2,19,3.65,6,260,2019,8,13
6,1.30714,103.89978,3,103,30,1,0.34,274,332,2019,6,1
5,1.31318,103.85647,3,240,10,1,0.24,6,95,2019,4,28
12,1.27755,103.79268,3,231,90,8,1.29,3,364,2019,6,14
5,1.31151,103.8621,2,47,18,1,0.17,59,359,2019,3,5
5,1.30029,103.88535999999999,3,128,7,5,1.04,15,149,2019,8,20
1,1.28415,103.8327,3,264,1,7,1.15,24,328,2019,6,27
1,1.28298,103.83386,3,97,2,20,3.59,24,277,2019,8,4
18,1.33104,103.86802,3,115,31,1,0.25,274,333,2019,4,30
18,1.33161,103.86766999999999,3,110,30,1,0.18,274,209,2019,3,15
4,1.31246,103.88253,3,181,1,20,3.43,3,89,2019,8,15
14,1.30443,103.85188000000001,1,19,1,3,0.54,5,363,2019,6,16
14,1.3039100000000001,103.85327,2,156,1,2,0.31,5,363,2019,4,27
7,1.29457,103.8431,3,168,20,1,0.49,141,365,2019,6,29
9,1.32689,103.84429,3,168,10,1,0.22,141,365,2019,4,15
14,1.30193,103.86199,3,146,30,2,0.4,274,261,2019,5,31
3,1.2745799999999998,103.84651,3,149,7,1,1.0,274,0,2019,8,5
11,1.2803,103.84246,2,200,5,4,1.74,4,351,2019,7,29
14,1.30526,103.85161,1,19,1,5,0.78,5,362,2019,7,30
1,1.28375,103.83476999999999,2,75,1,2,0.43,5,0,2019,5,2
11,1.28179,103.84217,2,140,5,2,0.48,4,355,2019,5,8
12,1.28045,103.78673,2,44,30,1,0.25,32,300,2019,4,30
11,1.2796299999999998,103.84101,2,231,5,3,0.83,4,355,2019,7,26
14,1.30186,103.84834000000001,2,69,1,9,2.06,3,89,2019,7,15
11,1.2797399999999999,103.84091,2,200,5,6,1.45,4,358,2019,8,12
12,1.30331,103.78429,3,158,30,1,0.49,274,285,2019,6,29
3,1.27594,103.84512,3,144,7,1,0.16,274,0,2019,2,28
5,1.31482,103.85405,3,131,14,3,0.72,141,365,2019,8,14
12,1.27976,103.78593000000001,2,58,5,4,0.64,18,365,2019,8,19
18,1.3358,103.86754,3,100,3,1,0.25,1,0,2019,5,1
5,1.3119299999999998,103.87256,1,24,1,10,2.33,2,362,2019,8,20
14,1.3000200000000002,103.84824,2,69,1,32,6.0,3,102,2019,8,22
3,1.27968,103.8483,3,151,30,1,1.0,274,348,2019,8,2
5,1.32041,103.86471999999999,3,287,14,1,0.94,141,365,2019,7,28
1,1.28375,103.83147,3,101,1,20,3.51,30,329,2019,8,3
10,1.30693,103.83324,3,369,6,4,1.71,1,360,2019,8,4
4,1.3114,103.88569,3,190,2,9,1.7,3,81,2019,7,28
10,1.304,103.83296,3,319,2,8,2.09,6,122,2019,6,7
5,1.30195,103.86211,3,106,30,1,0.29,274,211,2019,5,19
1,1.2840200000000002,103.83072,3,101,1,3,0.64,24,329,2019,7,9
1,1.28509,103.83386,3,219,1,7,1.27,24,293,2019,6,5
1,1.2857299999999998,103.82936,3,154,1,4,0.64,1,0,2019,3,25
5,1.3277299999999999,103.86327,3,128,1,3,0.78,3,0,2019,6,16
1,1.28376,103.82998,3,133,1,2,0.38,24,266,2019,6,14
4,1.31264,103.88202,3,128,1,1,0.49,1,296,2019,6,29
1,1.2836100000000001,103.83377,2,57,28,1,0.16,112,285,2019,2,21
10,1.30118,103.83675,3,308,6,3,0.69,6,330,2019,8,5
1,1.2825799999999998,103.83235,3,124,1,4,0.68,25,326,2019,8,11
9,1.3243200000000002,103.85356999999999,3,119,3,14,2.71,9,59,2019,8,22
3,1.27355,103.84445,3,168,30,1,0.88,274,198,2019,7,26
0,1.3526200000000002,103.83555,2,75,2,7,1.14,3,0,2019,6,30
13,1.29732,103.83686999999999,3,149,6,7,1.32,19,261,2019,6,4
8,1.31621,103.8343,2,140,4,7,1.56,3,338,2019,8,14
14,1.3000200000000002,103.84745,2,89,1,3,0.58,3,108,2019,7,22
18,1.33102,103.86718,3,112,29,2,0.5,274,193,2019,7,7
17,1.2943200000000001,103.82978,2,60,2,32,5.33,4,46,2019,8,11
17,1.30925,103.82563,3,319,6,5,1.03,34,364,2019,6,16
12,1.28122,103.78758,2,137,2,1,0.73,18,365,2019,7,19
5,1.3218299999999998,103.86561999999999,2,94,7,4,0.8,2,0,2019,4,27
4,1.31213,103.8786,3,260,2,12,2.4,1,194,2019,8,16
14,1.2984,103.85173,3,300,7,1,0.22,11,0,2019,4,13
15,1.28704,103.84824,3,265,2,22,4.1,1,44,2019,8,15
11,1.28788,103.84123000000001,1,25,3,2,2.0,5,54,2019,8,19
14,1.3020200000000002,103.86126,3,136,30,1,0.2,274,312,2019,4,4
5,1.30274,103.86315,3,106,30,2,0.46,274,264,2019,8,19
5,1.3025200000000001,103.86198,3,106,30,1,1.0,274,273,2019,8,19
14,1.30279,103.86149,3,106,30,1,0.24,274,261,2019,4,25
1,1.28979,103.81730999999999,3,135,30,1,0.48,274,318,2019,6,28
5,1.30798,103.86270999999999,3,122,1,3,0.6,1,292,2019,5,3
11,1.28683,103.84191,1,25,1,4,0.8,5,358,2019,8,5
1,1.2818200000000002,103.8318,3,132,2,2,0.34,25,338,2019,8,12
11,1.2838399999999999,103.84151999999999,2,60,90,1,1.0,112,356,2019,8,1
3,1.27339,103.84635,3,189,10,1,1.0,274,0,2019,8,23
3,1.2733700000000001,103.84411,3,162,14,1,1.0,274,0,2019,8,7
12,1.2966600000000001,103.8059,3,119,5,1,1.0,1,94,2019,8,12
12,1.2752700000000001,103.7918,3,169,5,10,1.73,3,23,2019,8,7
2,1.32486,103.80905,2,50,2,1,0.22,2,9,2019,4,14
17,1.31105,103.82488000000001,3,300,6,1,1.0,34,358,2019,8,25
5,1.3121,103.85781,2,51,18,1,1.0,48,360,2019,8,4
5,1.3118100000000001,103.86044,2,49,18,1,0.29,112,359,2019,5,18
5,1.30811,103.86423,2,99,89,1,0.34,1,141,2019,6,2
9,1.3223,103.85164,3,265,2,8,1.51,6,335,2019,8,6
3,1.2974,103.85898,3,119,90,3,0.55,1,261,2019,5,10
14,1.30175,103.86128000000001,3,146,7,2,0.38,274,0,2019,8,6
1,1.28518,103.83464000000001,2,57,28,1,0.17,59,285,2019,3,10
3,1.29835,103.8557,3,107,5,5,0.92,1,3,2019,7,20
5,1.32941,103.86388000000001,3,289,7,1,0.58,203,263,2019,7,8
13,1.2970899999999999,103.83904,2,144,2,13,2.35,48,313,2019,8,3
13,1.2959200000000002,103.83928,3,135,2,5,1.14,48,334,2019,8,12
13,1.2973700000000001,103.83516,2,381,2,8,1.45,8,286,2019,8,4
8,1.30922,103.83066,3,250,14,1,1.0,1,57,2019,8,4
4,1.3133,103.88136,3,169,3,1,0.25,157,321,2019,5,2
13,1.29713,103.83514,2,381,2,6,1.31,8,294,2019,6,28
1,1.2872299999999999,103.8206,2,81,2,2,0.41,1,9,2019,4,26
1,1.28525,103.8343,2,57,28,1,0.18,83,285,2019,3,11
14,1.30085,103.84727,3,337,7,1,1.0,203,76,2019,8,3
7,1.29437,103.84241,3,178,3,2,0.9,157,242,2019,8,7
18,1.34348,103.84179,2,90,1,23,3.99,1,211,2019,8,27
5,1.3095299999999999,103.86200000000001,2,50,18,1,1.0,112,359,2019,8,8
5,1.31531,103.85501,3,260,2,6,1.32,8,208,2019,6,11
4,1.3119399999999999,103.88718,3,299,2,8,1.73,8,303,2019,7,20
11,1.2815299999999998,103.84639,3,181,3,7,1.31,16,34,2019,6,12
17,1.29556,103.82925999999999,2,67,2,28,5.28,4,69,2019,8,12
11,1.28175,103.84536,3,185,3,5,1.05,13,62,2019,7,21
4,1.31168,103.87623,3,200,3,4,0.86,67,325,2019,8,5
5,1.3159299999999998,103.85336,3,125,3,2,0.46,67,365,2019,5,3
17,1.29339,103.82865,3,181,4,1,0.19,5,180,2019,3,28
5,1.30342,103.86171999999999,3,106,5,1,0.23,274,0,2019,4,23
4,1.3164,103.88450999999999,3,165,14,1,0.21,274,0,2019,4,7
12,1.2905,103.77628,2,62,1,3,0.7,1,0,2019,7,7
18,1.33025,103.86734,3,349,3,11,2.12,9,77,2019,7,28
5,1.30864,103.86215,3,181,2,4,0.76,1,0,2019,3,31
13,1.29336,103.83824,3,131,4,7,1.27,1,0,2019,8,11
1,1.28449,103.83366,2,57,18,1,0.24,59,341,2019,4,25
5,1.3154,103.85566,3,265,2,7,1.49,14,327,2019,6,23
9,1.32629,103.85036,3,308,28,1,0.18,114,264,2019,3,18
13,1.29698,103.83474,2,381,2,10,1.81,14,321,2019,6,23
13,1.29755,103.83515,2,381,2,5,1.38,14,300,2019,8,3
14,1.3090899999999999,103.85185,3,260,2,12,2.63,14,329,2019,8,6
9,1.32205,103.84736,3,381,2,6,1.55,14,310,2019,7,31
5,1.3156700000000001,103.85592,3,219,2,5,1.25,16,315,2019,8,5
4,1.31124,103.9006,3,111,1,41,7.32,2,35,2019,8,23
1,1.28203,103.82377,2,50,30,1,0.24,2,111,2019,4,26
1,1.29162,103.81924000000001,2,62,2,3,0.55,1,0,2019,5,10
14,1.30167,103.85027,3,200,2,13,2.71,4,279,2019,8,8
11,1.28156,103.84515999999999,3,150,3,3,1.58,15,62,2019,7,27
11,1.2816299999999998,103.84685999999999,3,160,3,2,0.4,15,47,2019,4,28
1,1.28431,103.83306,3,243,2,2,0.65,25,328,2019,7,2
1,1.28389,103.83046,3,125,2,5,0.95,25,292,2019,8,6
1,1.28844,103.82918000000001,3,99,5,3,0.75,18,59,2019,8,7
1,1.28898,103.82767,3,99,5,2,0.48,18,64,2019,8,16
5,1.30302,103.86171999999999,3,281,7,16,2.89,12,128,2019,8,13
1,1.28298,103.83386999999999,2,57,18,1,1.0,83,341,2019,8,4
9,1.32829,103.84735,3,118,5,2,0.69,203,333,2019,6,17
9,1.32807,103.84729,3,100,3,2,0.58,67,327,2019,6,24
9,1.32699,103.84819,3,110,25,4,0.85,67,358,2019,8,13
1,1.2873299999999999,103.80854000000001,2,60,1,15,2.87,1,82,2019,8,25
5,1.32205,103.86531,3,240,2,20,3.68,14,222,2019,8,8
5,1.32371,103.86561,3,240,2,14,2.69,14,233,2019,8,8
5,1.32429,103.86561,3,240,2,15,2.98,14,256,2019,7,11
5,1.3242200000000002,103.86401,3,240,2,12,2.21,14,327,2019,8,8
5,1.32215,103.86607,3,240,2,18,3.31,14,244,2019,8,4
5,1.32276,103.86404,3,281,2,20,3.8,14,213,2019,8,5
5,1.3220299999999998,103.86391,3,281,2,17,3.27,14,315,2019,8,11
5,1.32433,103.86463,3,281,2,24,4.56,14,313,2019,8,11
5,1.3220399999999999,103.86444,3,281,2,20,3.8,14,230,2019,7,23
5,1.32257,103.86478000000001,3,360,2,18,3.46,14,181,2019,8,10
5,1.32281,103.86474,3,360,2,20,3.87,14,165,2019,8,9
5,1.32344,103.86451,3,360,2,25,4.75,14,182,2019,8,4
5,1.3221,103.86565,3,360,2,15,2.83,14,212,2019,8,12
5,1.32388,103.86456,3,360,2,18,3.46,14,205,2019,8,3
4,1.3143,103.88271,3,118,1,8,1.55,1,107,2019,8,9
4,1.31257,103.88399,2,90,1,4,0.75,1,351,2019,8,26
9,1.3259100000000001,103.85065999999999,2,65,30,6,1.19,1,146,2019,7,29
8,1.3056,103.84698,3,381,1,3,0.87,27,365,2019,6,8
1,1.2847600000000001,103.8338,3,132,2,1,0.19,25,331,2019,3,20
1,1.28329,103.83375,3,111,2,4,0.74,25,333,2019,8,11
9,1.3235299999999999,103.85207,3,218,3,1,0.24,203,260,2019,4,25
11,1.28345,103.84306,2,60,90,1,0.25,112,289,2019,5,1
14,1.3108899999999999,103.8525,2,100,1,7,1.53,6,177,2019,8,11
5,1.3281100000000001,103.86288,2,58,7,1,0.24,1,256,2019,4,25
17,1.29585,103.82795,2,82,1,3,1.05,1,90,2019,8,17
1,1.28376,103.83533,3,129,2,1,0.19,25,303,2019,3,22
1,1.28204,103.83088000000001,3,122,1,12,2.25,24,292,2019,8,3
11,1.28173,103.84536,3,149,3,2,0.4,15,64,2019,4,16
13,1.29275,103.83864,3,219,13,1,0.26,1,334,2019,5,5
1,1.28283,103.83153,3,132,1,1,0.19,25,266,2019,3,23
1,1.28236,103.83243,3,104,1,6,1.13,25,277,2019,8,11
4,1.31479,103.88989000000001,2,85,1,8,1.68,1,165,2019,8,11
4,1.3127799999999998,103.88884,2,44,1,10,1.99,22,131,2019,7,26
5,1.32174,103.86343000000001,3,199,7,3,0.69,113,115,2019,5,31
5,1.3219100000000001,103.86395999999999,3,287,7,2,0.53,113,180,2019,7,19
4,1.3103799999999999,103.88391,3,169,1,5,1.26,22,147,2019,8,4
4,1.31036,103.8997,2,81,2,3,1.96,2,12,2019,7,30
4,1.31041,103.89994,2,81,2,6,1.46,2,15,2019,8,26
11,1.2831299999999999,103.84218,2,58,90,1,0.23,59,352,2019,4,23
7,1.29835,103.84346,3,287,2,22,4.43,3,22,2019,8,18
4,1.3130000000000002,103.8853,3,190,1,4,0.79,2,120,2019,7,9
11,1.2800200000000002,103.84026999999999,3,240,3,2,0.67,9,62,2019,8,9
4,1.31269,103.88693,2,54,1,13,2.79,22,158,2019,6,30
3,1.2756100000000001,103.84362,3,153,7,1,1.0,274,3,2019,8,3
7,1.29993,103.84724,3,208,7,9,1.74,12,94,2019,8,15
6,1.3033,103.90068000000001,2,40,5,1,0.58,2,14,2019,7,8
8,1.30005,103.84303,3,287,2,9,2.43,1,47,2019,8,22
4,1.31284,103.88824,3,237,3,1,0.29,113,0,2019,5,16
4,1.31569,103.89675,3,158,3,1,0.75,113,359,2019,7,20
14,1.3098299999999998,103.85372,3,135,2,5,2.42,8,243,2019,8,14
4,1.31311,103.88861999999999,3,237,3,1,0.7,113,365,2019,7,17
13,1.29346,103.83723,2,65,5,1,0.57,2,180,2019,7,7
17,1.31071,103.82708000000001,3,135,3,39,8.07,5,160,2019,8,21
17,1.31129,103.82515,3,169,3,2,0.59,5,167,2019,7,24
17,1.29572,103.82672,3,125,2,12,2.65,1,208,2019,7,29
4,1.3134,103.89316,3,199,1,8,2.03,4,339,2019,8,4
4,1.31314,103.89414000000001,2,90,2,3,0.63,4,363,2019,7,11
4,1.3155700000000001,103.89025,2,65,7,3,0.87,10,80,2019,6,29
1,1.28526,103.82871999999999,2,87,2,12,3.79,1,0,2019,8,12
3,1.29806,103.85851,3,337,5,20,4.38,15,119,2019,8,24
0,1.35389,103.83496,2,65,2,2,0.62,3,33,2019,6,7
17,1.3098,103.82543000000001,3,169,3,11,2.62,5,165,2019,8,16
4,1.31431,103.89804000000001,3,178,3,1,1.0,113,365,2019,8,19
4,1.31006,103.87815,3,237,3,6,1.61,113,0,2019,7,17
1,1.28365,103.83157,3,132,1,2,2.0,25,314,2019,8,13
4,1.30972,103.87751999999999,3,237,3,4,0.96,113,356,2019,7,4
4,1.31015,103.87671999999999,3,199,3,1,0.67,113,360,2019,7,15
4,1.31134,103.87761,3,199,3,1,0.52,113,365,2019,7,2
5,1.32149,103.86515,3,140,15,1,1.0,157,365,2019,8,12
4,1.31512,103.89681999999999,3,208,3,1,0.34,113,365,2019,6,1
8,1.3096700000000001,103.82706999999999,3,187,3,5,1.28,5,167,2019,7,29
4,1.31492,103.89453,3,199,1,11,2.29,4,343,2019,8,1
5,1.3121399999999999,103.85918000000001,3,265,2,10,2.33,7,338,2019,8,12
5,1.31623,103.85547,3,135,5,2,0.41,114,341,2019,8,3
3,1.28009,103.85425,2,199,1,4,1.13,2,120,2019,8,22
10,1.30132,103.83716,3,308,6,1,0.44,6,299,2019,6,22
11,1.27609,103.84356,3,161,4,1,0.25,274,0,2019,4,30
3,1.2748700000000002,103.8449,3,137,30,2,1.0,274,306,2019,7,31
4,1.3150700000000002,103.88651999999999,3,199,2,2,0.46,1,123,2019,7,27
5,1.31413,103.85315,3,128,3,1,1.0,45,349,2019,8,3
5,1.31396,103.85477,3,126,3,1,0.81,45,325,2019,7,23
1,1.28249,103.82986,2,56,90,1,1.0,5,274,2019,8,5
1,1.28168,103.83039000000001,3,125,2,2,0.53,25,291,2019,6,15
17,1.2947799999999998,103.82975,3,124,1,9,2.37,25,235,2019,8,11
14,1.30207,103.85812,1,200,1,2,0.81,7,364,2019,7,9
14,1.31005,103.85264000000001,3,115,2,7,3.5,8,253,2019,8,23
14,1.30179,103.86003000000001,1,200,1,1,0.7,7,365,2019,7,17
17,1.2934,103.83027,3,124,2,5,1.34,25,328,2019,6,5
14,1.30976,103.85223,3,124,2,8,2.96,8,250,2019,8,27
9,1.32293,103.85178,3,199,3,11,2.68,8,116,2019,8,16
14,1.31009,103.85392,3,125,1,12,4.74,8,247,2019,8,26
5,1.32914,103.8639,3,100,100,1,0.21,1,179,2019,4,7
5,1.30892,103.85851,2,60,1,9,3.97,1,150,2019,7,28
18,1.33044,103.86787,2,50,1,2,0.46,1,0,2019,4,22
5,1.3023799999999999,103.86289000000001,3,368,7,15,3.26,12,146,2019,8,15
3,1.28026,103.85344,3,281,3,33,7.23,2,67,2019,8,24
4,1.31188,103.88178,3,165,2,16,4.71,3,210,2019,8,20
11,1.2838100000000001,103.84227,2,60,90,2,0.5,83,289,2019,6,9
5,1.32759,103.86528,3,208,7,1,0.26,113,365,2019,5,5
5,1.31634,103.85345,2,75,2,4,0.96,7,58,2019,6,3
11,1.28179,103.84328000000001,2,219,1,4,0.93,14,332,2019,8,11
14,1.30071,103.84776,3,287,4,2,0.74,113,304,2019,7,28
5,1.3139100000000001,103.85351999999999,3,137,14,1,0.25,203,365,2019,4,30
14,1.30145,103.86154,3,75,90,1,1.0,3,40,2019,7,30
2,1.33406,103.78808000000001,2,56,1,5,2.0,1,342,2019,8,12
11,1.28206,103.84486,2,187,1,3,0.69,14,326,2019,7,6
1,1.28417,103.83107,3,250,2,8,2.26,1,24,2019,8,21
5,1.3129899999999999,103.85334,3,137,3,1,0.71,157,340,2019,7,18
13,1.2965,103.83999,3,150,2,15,3.36,3,324,2019,8,20
5,1.30792,103.86182,3,250,2,1,0.23,1,0,2019,4,22
3,1.30036,103.85771,3,158,3,12,2.79,2,58,2019,8,25
