neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day
5,1.3193700000000002,103.86668,2,85,90,63,1.65,1,364,2018,4,20
17,1.2930000000000001,103.82961999999999,2,167,30,17,0.53,3,298,2018,4,2
5,1.3171,103.86435,3,87,30,16,0.42,11,306,2019,4,23
4,1.31474,103.89004,2,49,90,9,0.24,1,0,2017,10,7
5,1.31392,103.85573000000001,2,43,90,2,0.05,13,365,2017,9,2
1,1.28367,103.8306,3,97,2,1,0.03,26,329,2016,7,13
13,1.2984200000000001,103.83542,3,181,180,3,0.08,1,0,2016,8,28
0,1.3530000000000002,103.83496,2,100,1,20,0.78,2,58,2019,7,14
5,1.3137299999999998,103.85246,2,119,1,1,0.03,9,263,2016,10,8
1,1.27291,103.8338,2,87,2,17,0.53,9,360,2019,1,28
1,1.27474,103.83582,2,89,2,18,0.48,9,362,2019,7,27
9,1.31345,103.84354,2,100,2,5,0.13,1,0,2016,9,17
4,1.31364,103.88595,3,181,10,4,0.21,84,74,2019,5,28
3,1.28003,103.85216,3,158,4,13,0.35,1,3,2019,7,14
5,1.31045,103.87406,2,100,2,10,0.27,11,361,2019,7,21
11,1.2849700000000002,103.84204,2,50,90,1,0.03,112,289,2016,7,19
11,1.28515,103.84144,2,26,29,2,0.06,1,0,2016,11,29
1,1.28157,103.8274,2,46,1,30,0.81,1,0,2017,8,8
14,1.3019100000000001,103.84836999999999,3,250,3,3,0.08,1,0,2016,8,24
5,1.31024,103.86286,2,36,28,1,0.03,112,362,2016,9,3
4,1.31123,103.87814,3,299,1,83,2.24,3,330,2019,7,29
1,1.27444,103.83659,3,129,3,2,0.05,1,0,2016,8,16
4,1.31596,103.88824,3,199,2,60,1.64,23,30,2019,8,13
15,1.29009,103.84166,2,65,7,4,0.11,1,34,2019,7,29
5,1.3022,103.86236,3,190,4,8,0.22,1,0,2018,3,2
17,1.31887,103.82812,3,203,6,1,0.05,1,362,2017,11,22
11,1.28378,103.84311,2,40,90,2,0.06,112,354,2019,5,28
9,1.31833,103.8424,3,250,2,84,2.23,1,31,2019,7,29
3,1.2785799999999998,103.84891,3,219,3,70,2.12,2,22,2019,8,17
1,1.2763200000000001,103.83440999999999,2,51,2,166,4.45,1,117,2019,8,8
1,1.27464,103.83395,2,99,2,12,0.34,9,357,2019,8,14
7,1.29647,103.84406,2,60,1,9,0.25,1,0,2017,5,30
9,1.31758,103.84761,2,89,1,30,0.84,3,350,2019,8,21
9,1.3232899999999999,103.85197,3,237,4,2,0.1,114,260,2019,4,10
12,1.27991,103.78650999999999,2,99,5,8,0.21,1,0,2017,2,4
4,1.31338,103.88472,3,140,29,62,1.68,5,59,2017,12,4
5,1.30759,103.86216999999999,2,37,18,5,0.13,83,362,2018,12,9
11,1.2831299999999999,103.84376,3,115,5,24,0.65,84,62,2019,8,11
4,1.3128,103.8832,3,160,365,2,0.05,6,180,2016,10,10
7,1.29756,103.85037,2,60,5,5,0.14,18,364,2019,3,10
11,1.28358,103.84376,2,150,1,11,0.3,7,360,2017,9,9
2,1.3131899999999999,103.79247,3,131,2,19,0.53,1,0,2018,7,29
5,1.31607,103.86023,1,22,1,33,0.89,8,191,2019,8,17
9,1.3159,103.84241,3,250,4,35,1.04,3,283,2019,8,13
4,1.3131,103.88513,2,131,29,47,1.27,5,85,2018,7,1
4,1.31141,103.88351999999999,3,125,29,46,1.27,5,81,2019,8,2
2,1.31112,103.79757,2,75,2,8,0.22,1,0,2019,2,5
11,1.2835299999999998,103.8458,1,37,1,37,1.0,7,361,2019,8,11
4,1.30996,103.90159,3,183,2,76,2.06,9,135,2019,8,21
4,1.31229,103.87581999999999,3,176,2,144,3.93,6,172,2019,8,12
4,1.31253,103.8849,3,119,29,76,2.13,5,34,2019,6,28
5,1.31408,103.84875,3,85,183,7,0.19,1,90,2017,3,6
11,1.28305,103.84363,2,40,90,1,0.04,112,365,2017,9,10
9,1.32556,103.85404,3,150,7,12,0.34,203,364,2019,4,30
11,1.28385,103.84525,1,37,1,7,0.19,7,360,2019,1,10
2,1.3113700000000001,103.79738,2,65,4,4,0.16,14,286,2019,8,18
5,1.31427,103.85273000000001,2,110,1,25,1.06,9,306,2019,8,14
5,1.31446,103.8585,1,19,1,60,1.63,8,210,2019,5,6
11,1.28359,103.84591,1,31,1,31,0.84,7,359,2019,7,21
11,1.28504,103.84371,1,31,1,35,0.95,7,359,2019,7,14
11,1.2837399999999999,103.84409000000001,3,42,1,6,0.16,7,346,2017,11,26
6,1.3091700000000002,103.9017,3,164,2,73,1.99,9,144,2019,8,27
4,1.31174,103.88368,3,160,29,67,1.83,5,85,2018,5,25
4,1.3130899999999999,103.89126999999999,3,100,5,8,0.22,1,0,2019,6,10
4,1.31497,103.8829,2,53,2,26,0.71,4,63,2019,8,18
9,1.32692,103.84801999999999,3,139,10,36,1.01,203,364,2019,5,24
13,1.29461,103.83991,3,110,4,69,1.88,84,39,2019,7,12
0,1.35861,103.84233,2,90,1,1,0.03,1,179,2016,10,26
11,1.28291,103.84158000000001,2,50,90,2,0.11,112,343,2018,7,23
8,1.30846,103.83933,2,99,3,45,1.25,1,354,2019,8,24
9,1.31427,103.83881,3,211,2,10,0.28,2,0,2017,4,2
5,1.3101,103.86291,2,50,28,3,0.08,112,355,2017,1,26
11,1.28405,103.84508000000001,3,119,5,9,0.31,67,78,2019,7,30
6,1.30921,103.90088,3,183,2,109,2.98,9,149,2019,8,21
6,1.3087600000000001,103.90045,3,164,2,44,1.2,9,144,2019,7,15
14,1.3108,103.85412,3,119,3,104,2.85,10,0,2019,8,8
14,1.3115,103.85339,3,119,3,82,2.27,10,0,2019,7,5
14,1.3108899999999999,103.85344,3,119,3,70,1.92,1,77,2019,6,16
2,1.34514,103.77074,2,65,2,14,0.42,1,351,2019,7,29
11,1.28356,103.84368,3,119,5,22,0.6,67,135,2019,5,12
9,1.32149,103.84119,3,149,7,2,0.07,8,365,2019,8,17
6,1.30903,103.90167,3,185,2,74,2.1,9,149,2019,8,26
11,1.28155,103.84521,2,183,1,2,0.08,1,173,2017,8,4
11,1.28376,103.84445,3,119,5,16,0.44,84,65,2019,7,27
11,1.28334,103.84512,3,110,5,7,0.2,84,64,2019,8,5
14,1.3107,103.85376,3,169,3,67,2.09,10,0,2019,7,11
13,1.29254,103.83773000000001,3,106,7,7,0.19,1,0,2018,12,31
9,1.32676,103.84691,3,200,3,14,0.39,67,365,2019,1,29
11,1.2839399999999999,103.8442,3,115,6,53,1.48,84,54,2019,7,20
4,1.31467,103.88208,1,28,6,1,0.12,10,317,2018,12,17
4,1.31586,103.9055,2,58,2,4,0.31,10,361,2019,7,12
14,1.30213,103.8483,2,50,13,6,0.17,3,205,2019,3,31
9,1.32251,103.85369,3,218,7,1,0.04,203,301,2017,8,11
9,1.32396,103.84858,3,300,7,3,0.08,203,264,2018,6,15
3,1.28177,103.8528,2,139,3,5,0.14,2,356,2019,8,3
9,1.3241100000000001,103.85093,2,56,3,30,0.84,1,8,2017,9,20
14,1.30992,103.85421,3,119,3,83,2.4,10,0,2019,7,29
5,1.31439,103.85424,2,58,90,11,0.31,13,365,2017,10,28
6,1.3093700000000001,103.90039,3,183,2,43,1.24,9,148,2019,7,29
4,1.31524,103.88294,2,56,2,35,0.96,4,348,2019,8,25
4,1.3127799999999998,103.88383,2,43,2,15,0.42,4,2,2019,8,17
5,1.3082200000000002,103.86322,2,44,18,1,0.03,83,362,2016,9,1
2,1.33552,103.7848,2,78,1,70,1.94,1,0,2018,5,29
5,1.30948,103.86211,2,44,18,1,0.03,83,362,2017,2,25
5,1.3081200000000002,103.86348000000001,2,37,18,1,0.03,112,353,2017,3,11
11,1.2842799999999999,103.8418,2,44,90,2,0.06,112,352,2016,12,9
5,1.32626,103.86176999999999,2,50,3,11,0.3,1,0,2017,12,5
9,1.32788,103.84295999999999,2,69,90,1,0.03,8,364,2016,12,10
9,1.32433,103.84354,2,61,3,13,0.4,2,339,2019,3,10
6,1.3073700000000001,103.90065,3,204,2,92,2.57,9,152,2019,8,22
5,1.32176,103.8632,3,256,12,2,0.11,114,358,2018,7,11
14,1.30067,103.84966999999999,3,358,7,5,0.18,203,256,2019,8,8
11,1.28342,103.84594,3,125,5,9,0.3,67,81,2019,4,30
4,1.31487,103.88298,2,136,2,1,0.05,1,150,2017,11,1
11,1.2838100000000001,103.84429,3,131,5,20,0.61,67,44,2019,7,22
5,1.32007,103.86336999999999,3,287,10,10,0.29,203,364,2019,8,2
5,1.31122,103.85924,3,222,1,2,0.09,16,351,2018,3,18
14,1.30972,103.8534,2,81,90,1,0.03,1,363,2017,3,15
5,1.31374,103.85345,3,225,5,9,0.26,114,247,2019,5,5
12,1.28084,103.78535,2,69,1,6,0.2,32,356,2019,7,18
15,1.29009,103.84011,3,110,60,3,0.09,1,148,2017,7,31
14,1.29925,103.85157,3,300,10,10,0.29,67,264,2017,7,22
13,1.29572,103.83471999999999,2,101,1,1,0.04,1,0,2017,6,25
3,1.2755,103.84553000000001,3,275,3,105,2.96,2,85,2019,8,11
12,1.30405,103.78295,2,67,180,7,0.21,3,0,2017,7,22
14,1.30295,103.85208,3,258,2,138,3.87,3,0,2019,8,1
9,1.32788,103.84788,3,350,7,4,0.12,203,48,2019,1,3
5,1.31646,103.86416,3,131,3,5,0.14,67,365,2017,4,1
5,1.3283200000000002,103.86543,3,200,5,13,0.4,67,346,2019,7,13
4,1.3132700000000002,103.8818,3,140,2,39,1.15,2,343,2019,8,1
9,1.32479,103.85231999999999,3,244,5,5,0.15,45,254,2019,2,21
4,1.31218,103.88313000000001,2,56,6,3,0.69,4,18,2019,5,31
2,1.31874,103.77499,2,44,2,1,0.04,1,0,2017,9,25
4,1.31146,103.89938000000001,3,131,1,81,2.43,2,50,2019,8,7
5,1.3145200000000001,103.8538,2,110,1,5,0.91,9,314,2019,8,2
8,1.30314,103.84541999999999,3,90,6,30,0.93,84,2,2019,8,8
6,1.30588,103.90371999999999,3,194,2,8,0.28,5,223,2019,8,25
5,1.31388,103.8551,2,56,90,6,0.17,13,263,2017,7,3
5,1.31493,103.85576,2,49,90,7,0.21,13,270,2017,12,1
5,1.30931,103.86334000000001,2,50,18,1,0.12,59,359,2018,12,31
10,1.30385,103.83476999999999,2,76,1,37,1.1,10,347,2019,7,29
13,1.29577,103.83939000000001,3,140,2,37,1.07,27,323,2019,8,13
4,1.31639,103.8816,2,35,18,3,0.09,59,359,2018,2,7
5,1.30797,103.86145,2,54,18,1,0.03,112,359,2016,10,29
13,1.29731,103.84016,2,87,1,99,2.82,48,343,2019,8,5
13,1.2971,103.8383,2,87,2,8,0.24,48,350,2019,8,7
13,1.29684,103.84017,3,139,2,11,0.37,28,321,2019,7,25
5,1.3087600000000001,103.8627,2,54,18,1,0.06,112,359,2018,4,17
12,1.27725,103.78759000000001,2,67,10,22,0.64,2,23,2019,5,25
5,1.32911,103.86447,2,56,1,8,0.58,1,0,2019,2,22
10,1.30481,103.83424000000001,2,110,1,22,0.65,10,326,2019,5,26
12,1.30531,103.78379,1,81,2,2,0.06,3,0,2018,8,11
5,1.3086,103.86281,2,40,18,3,0.09,112,359,2018,9,20
12,1.30125,103.79619,2,81,180,2,0.06,2,358,2017,3,4
6,1.29941,103.9009,2,44,4,3,0.09,10,200,2019,1,14
5,1.3085,103.8614,2,40,18,2,0.06,59,359,2017,7,16
5,1.31229,103.85871999999999,3,194,1,4,0.19,16,351,2018,3,28
5,1.3113700000000001,103.85681,2,44,18,1,0.03,59,342,2017,2,18
13,1.2962,103.83715,2,87,2,37,1.07,48,328,2019,7,29
13,1.29754,103.83978,2,90,1,47,1.59,48,347,2019,7,4
10,1.29898,103.83789,2,93,2,76,2.22,27,335,2019,8,8
13,1.29731,103.83798,2,87,2,35,1.04,27,346,2019,7,5
13,1.29826,103.83843,3,139,2,74,2.14,28,286,2019,8,11
13,1.2988899999999999,103.83995,2,85,2,39,1.17,27,334,2019,8,4
13,1.2965799999999998,103.83798,2,87,1,25,0.73,27,333,2019,7,31
13,1.2976,103.837,3,169,2,126,3.68,48,230,2019,8,8
13,1.2959200000000002,103.83993000000001,2,87,2,40,1.25,28,346,2019,6,16
13,1.29554,103.83903000000001,2,87,2,47,1.41,28,345,2019,8,7
10,1.29843,103.83836,2,85,2,80,2.33,28,336,2019,7,17
9,1.3226,103.85418,3,131,15,4,0.2,141,365,2019,8,24
9,1.32075,103.85369,3,200,20,4,0.14,141,261,2019,7,20
5,1.31131,103.85713,3,194,1,6,0.2,16,351,2018,6,2
5,1.31125,103.85958000000001,3,194,1,1,0.04,16,351,2017,9,13
4,1.31239,103.88401,2,56,6,6,0.17,4,3,2018,12,2
2,1.3315,103.80797,3,150,4,31,0.97,18,90,2019,8,1
4,1.31246,103.88004000000001,3,189,1,151,4.53,5,148,2019,7,3
4,1.3087600000000001,103.88025999999999,3,106,3,4,0.12,2,0,2017,3,16
9,1.31775,103.8443,3,319,3,1,0.15,11,365,2019,2,10
4,1.31476,103.88913000000001,2,53,1,15,0.45,6,0,2018,10,3
11,1.28351,103.84418000000001,3,115,4,41,1.23,84,47,2019,8,6
5,1.3113,103.86166,3,201,1,2,0.07,16,351,2017,7,8
3,1.28035,103.8491,3,146,1,26,1.38,5,333,2019,7,23
5,1.30379,103.86211999999999,3,150,1,37,1.1,1,0,2017,7,2
1,1.27598,103.83825999999999,3,175,2,81,2.38,1,0,2019,5,17
10,1.30389,103.83494,2,82,1,44,1.3,10,334,2019,5,18
5,1.31805,103.86152,3,85,28,4,0.13,11,336,2019,8,13
8,1.30473,103.83445999999999,2,90,1,19,0.56,10,324,2019,7,26
9,1.32459,103.84289,2,65,4,2,0.07,1,79,2018,8,12
11,1.28378,103.84476,3,85,7,58,1.75,40,362,2019,8,23
11,1.28148,103.84682,3,94,5,67,2.06,40,364,2019,8,24
18,1.33685,103.86806999999999,2,100,1,2,0.07,1,0,2017,4,1
14,1.3043200000000001,103.85016,3,119,3,43,1.67,10,297,2019,7,22
5,1.3150600000000001,103.85503,2,62,90,15,0.47,13,361,2018,10,3
4,1.31778,103.89263000000001,2,69,1,1,0.03,1,0,2016,11,12
1,1.26675,103.81219,3,390,3,105,3.18,2,326,2019,8,9
9,1.32861,103.84340999999999,3,219,10,4,0.12,114,365,2019,3,29
2,1.3089899999999999,103.80161,2,50,60,14,0.42,1,249,2018,8,17
11,1.28118,103.84532,1,50,1,60,1.86,4,353,2019,8,21
5,1.32346,103.8657,3,87,5,6,0.18,1,0,2018,7,29
3,1.2799200000000002,103.84483,1,69,1,25,0.81,4,331,2019,4,5
11,1.28154,103.84565,2,90,1,5,0.16,4,307,2019,6,11
18,1.33235,103.86791,2,67,4,19,0.59,2,56,2019,8,13
12,1.3048799999999998,103.78399999999999,3,319,3,2,0.06,11,352,2019,7,18
8,1.31093,103.83939000000001,2,58,2,25,0.76,6,349,2019,8,5
1,1.26768,103.81521,3,250,3,2,0.06,1,223,2018,1,1
8,1.31152,103.83825999999999,2,58,2,9,0.46,6,352,2019,8,20
9,1.31219,103.84376,2,61,2,10,0.34,6,365,2019,8,2
12,1.28159,103.78641,3,125,20,5,0.16,10,124,2018,11,22
4,1.31728,103.88995,2,56,2,5,0.17,6,0,2018,4,30
8,1.30518,103.84066,2,100,3,12,0.37,18,363,2019,7,27
12,1.2792,103.78634,3,237,3,35,1.35,1,244,2019,8,4
10,1.3034,103.83371,2,110,1,21,0.64,10,322,2019,7,20
5,1.30895,103.85883000000001,2,275,1,9,0.31,18,251,2018,7,24
5,1.315,103.85823,3,90,5,8,0.24,3,166,2019,7,18
4,1.3164799999999999,103.88565,2,65,7,8,0.27,10,73,2019,7,3
4,1.31708,103.88466,2,90,7,1,0.03,10,58,2017,4,2
4,1.31472,103.88835,3,65,4,6,0.18,1,0,2017,3,18
5,1.31938,103.86324,3,200,10,12,0.38,203,0,2018,5,4
5,1.3112,103.86107,3,208,1,23,0.78,16,351,2019,8,18
9,1.32689,103.82141999999999,2,119,1,2,0.06,1,0,2016,12,6
5,1.3223799999999999,103.863,3,299,7,3,0.12,45,262,2018,7,28
5,1.30013,103.86367,3,147,3,4,0.12,1,0,2017,7,7
5,1.32912,103.8645,3,200,3,1,0.08,141,264,2018,8,30
4,1.31372,103.88747,3,118,1,144,4.34,1,90,2019,8,22
8,1.306,103.84014,2,75,2,70,2.1,1,76,2019,8,23
6,1.3057,103.89816,3,90,4,19,0.67,274,0,2018,6,2
1,1.26649,103.81585,2,99,3,9,0.29,1,0,2018,3,8
13,1.29482,103.84014,3,115,7,18,0.58,84,46,2019,6,30
5,1.31192,103.86088000000001,1,44,1,10,0.34,17,364,2019,1,30
9,1.31544,103.8408,3,150,3,4,0.12,1,0,2017,4,10
18,1.32881,103.87096,2,50,2,4,0.12,2,0,2017,6,20
17,1.3173700000000002,103.82765,3,126,5,5,0.15,1,0,2017,4,2
11,1.28453,103.84182,2,42,90,1,0.03,83,365,2016,12,13
5,1.31024,103.85991,2,210,1,16,0.49,17,361,2018,8,3
9,1.328,103.84253000000001,2,69,90,1,0.03,5,364,2017,3,8
5,1.30904,103.86205,2,49,18,1,0.07,112,359,2018,6,24
4,1.30949,103.89388000000001,2,68,30,41,1.24,7,177,2019,7,6
6,1.3082,103.89402,2,69,30,165,4.98,7,180,2019,7,2
6,1.3084,103.89329000000001,2,65,30,101,3.12,7,180,2019,7,2
6,1.30936,103.89383000000001,2,75,30,111,3.42,7,180,2019,7,8
6,1.308,103.89239,2,65,30,88,2.67,7,152,2019,7,3
6,1.3085,103.89363,2,68,30,127,3.9,7,179,2019,7,28
6,1.30894,103.89399999999999,2,75,30,95,2.97,7,155,2019,6,18
4,1.3131,103.88963000000001,3,81,5,2,0.06,1,0,2017,2,4
4,1.3134700000000001,103.88763,3,94,6,16,0.52,84,72,2019,8,2
5,1.31419,103.86014,2,235,1,13,0.56,11,360,2019,8,20
5,1.31423,103.85512,3,129,25,6,0.24,10,71,2018,11,30
4,1.31234,103.8865,3,106,4,1,0.03,2,0,2016,12,18
4,1.3141100000000001,103.88464,3,115,29,76,2.35,12,25,2019,8,6
11,1.2816299999999998,103.84723000000001,2,99,3,1,0.03,1,0,2016,12,28
4,1.31231,103.88356999999999,3,150,29,65,2.0,12,87,2019,2,19
4,1.31399,103.88331,3,140,29,67,2.06,12,88,2019,1,1
4,1.31362,103.88454,2,140,29,57,1.75,12,88,2019,1,1
5,1.3181100000000001,103.85256,2,44,1,11,0.37,1,0,2017,12,22
11,1.28452,103.84156,2,87,2,54,1.67,7,325,2019,8,13
9,1.3171,103.84371,3,124,2,1,0.03,1,0,2017,1,13
13,1.29463,103.83995,3,135,2,22,0.69,27,313,2019,8,11
6,1.3013299999999999,103.88865,2,60,1,7,0.21,1,0,2018,5,2
6,1.30778,103.90049,3,185,2,46,1.57,9,134,2019,8,21
2,1.33861,103.78076999999999,3,31,90,14,0.43,1,0,2018,4,23
4,1.3160399999999999,103.88861,3,199,3,9,0.31,17,51,2019,7,22
4,1.3149899999999999,103.88750999999999,3,199,3,1,0.12,17,30,2018,12,30
9,1.32914,103.84838,3,131,10,9,0.31,141,333,2019,2,7
10,1.29998,103.8397,3,131,2,130,3.98,27,266,2019,8,11
13,1.29524,103.83665,2,74,1,3,0.1,2,5,2018,7,28
2,1.3379299999999998,103.77,2,74,1,50,1.54,2,358,2019,8,5
5,1.3183799999999999,103.85172,2,65,5,4,0.2,7,170,2019,5,7
13,1.29834,103.83997,3,175,2,67,2.08,27,314,2019,8,11
18,1.34245,103.84201999999999,2,60,1,17,0.52,1,0,2017,3,18
18,1.3296700000000001,103.86815,2,56,3,2,0.07,1,0,2017,5,1
11,1.28146,103.84875,3,190,3,85,2.6,8,62,2019,7,14
5,1.3287200000000001,103.86627,3,208,7,2,0.19,114,264,2018,12,7
4,1.31546,103.88615,3,94,4,20,0.65,67,57,2019,6,23
4,1.31552,103.88795,3,110,5,11,0.35,67,90,2019,6,19
4,1.31356,103.88717,3,94,1,29,1.23,67,78,2019,7,1
4,1.31377,103.88733,3,90,1,25,0.78,67,116,2019,5,28
4,1.31332,103.88741,3,90,1,14,0.43,67,54,2019,7,28
10,1.30375,103.83339000000001,2,150,1,13,0.4,10,334,2019,6,22
10,1.3034700000000001,103.83505,2,90,1,19,0.62,10,322,2019,6,5
6,1.3074299999999999,103.90046,3,164,2,59,1.91,9,149,2019,8,12
11,1.28185,103.84538,2,131,2,5,0.15,1,0,2017,3,18
5,1.3124,103.8607,2,135,1,15,0.49,20,359,2019,8,25
5,1.31072,103.85939,2,56,1,58,1.81,20,354,2019,8,21
5,1.31267,103.85935,2,62,1,38,1.18,20,359,2019,8,17
9,1.32609,103.84719,3,210,10,4,0.13,203,365,2019,6,23
5,1.3128600000000001,103.86851999999999,2,131,2,42,1.57,1,171,2019,8,19
3,1.28044,103.84864,3,219,3,84,2.62,2,0,2019,8,21
12,1.2802,103.78574,2,68,30,5,0.16,32,318,2019,7,16
11,1.27965,103.8404,3,240,3,52,1.6,8,138,2019,4,16
7,1.29901,103.84906,2,75,4,7,0.22,18,363,2019,2,28
6,1.30558,103.91274,2,56,1,36,1.11,4,345,2019,8,10
13,1.2971,103.83958,2,60,10,1,0.12,1,318,2018,12,31
5,1.31565,103.85338,2,149,1,46,1.54,13,158,2019,4,28
11,1.2847,103.84302,1,28,1,16,0.5,8,180,2018,11,16
11,1.2835299999999998,103.84432,1,31,1,10,0.32,8,180,2019,8,2
6,1.3079399999999999,103.90146999999999,3,199,2,82,2.53,9,150,2019,8,21
6,1.30749,103.89998,3,224,2,73,2.25,9,135,2019,8,18
5,1.30965,103.86129,2,36,18,1,0.1,83,359,2018,10,31
4,1.31534,103.88764,3,94,4,24,0.78,67,64,2019,7,31
10,1.29999,103.83991,3,128,2,78,2.51,27,301,2019,8,2
5,1.31564,103.85455999999999,2,60,2,62,1.96,13,146,2019,8,8
13,1.29661,103.83932,3,106,2,117,3.64,27,310,2019,8,4
9,1.32292,103.85237,3,244,10,2,0.25,114,365,2019,8,11
13,1.2967799999999998,103.83981999999999,3,169,2,95,2.94,18,293,2019,8,12
8,1.30485,103.8344,2,76,1,10,0.32,10,347,2019,6,30
10,1.3040399999999999,103.83491,2,108,1,7,0.22,10,322,2019,8,4
8,1.30508,103.83476999999999,2,156,1,1,0.06,10,334,2018,3,26
10,1.30529,103.83341999999999,2,90,1,6,0.19,10,324,2019,7,28
9,1.32502,103.85291,3,260,75,1,0.07,114,0,2018,6,17
10,1.2994299999999999,103.83793,2,87,2,96,3.07,28,289,2019,8,13
1,1.28191,103.83326,3,153,2,1,0.12,26,314,2018,12,25
10,1.30481,103.83341,2,106,1,6,0.19,10,320,2017,11,26
5,1.31384,103.85765,2,60,2,1,0.03,1,0,2017,1,23
5,1.31529,103.85441999999999,3,137,3,46,1.71,1,241,2018,11,27
4,1.31405,103.88738000000001,3,87,4,26,0.81,67,70,2019,8,8
4,1.31602,103.88636,2,72,2,137,4.26,26,187,2019,8,10
4,1.31626,103.88734000000001,2,87,2,117,3.79,26,126,2019,8,24
6,1.30958,103.90295,3,144,2,92,3.18,13,145,2019,8,8
12,1.2807600000000001,103.79176,3,231,90,91,2.83,3,179,2019,5,7
13,1.2961200000000002,103.83771,3,131,90,13,0.42,1,321,2017,5,2
6,1.30101,103.89784,3,269,1,1,0.03,1,0,2017,1,20
4,1.31434,103.88615,2,72,2,124,3.96,26,218,2019,8,6
5,1.3123200000000002,103.85837,3,201,1,1,0.09,16,351,2018,9,18
6,1.30138,103.89884,2,81,2,4,0.13,1,0,2017,3,15
3,1.2735,103.84527,3,144,30,34,1.3,274,359,2019,7,24
13,1.29601,103.83794,2,87,1,7,0.23,28,345,2019,8,12
9,1.31559,103.84062,2,81,1,1,0.03,2,0,2017,1,18
4,1.31497,103.88769,2,72,2,99,3.19,26,208,2019,8,12
1,1.28399,103.8348,2,78,2,2,1.0,26,325,2019,7,18
4,1.31241,103.88184,3,158,2,121,3.81,16,148,2019,8,17
1,1.2852,103.82406,2,69,3,9,0.29,2,274,2019,4,14
1,1.2839399999999999,103.83149,3,131,2,3,0.47,26,349,2019,7,6
9,1.32295,103.84861,3,110,2,21,0.76,1,0,2018,5,20
13,1.29761,103.83672,3,149,6,7,0.22,19,141,2019,2,28
13,1.29752,103.83843,3,112,6,18,0.58,19,300,2019,3,17
13,1.2989600000000001,103.8371,3,119,6,16,0.52,19,300,2018,11,23
13,1.29549,103.83805,3,137,1,18,0.63,48,300,2019,7,20
10,1.29892,103.83927,3,137,2,108,3.51,48,287,2019,8,11
10,1.2987600000000001,103.83802,3,139,6,7,0.23,19,300,2019,1,29
14,1.30104,103.85386,2,99,3,4,0.13,1,0,2017,8,6
4,1.31331,103.88717,1,31,1,3,0.1,1,0,2017,6,25
5,1.32213,103.86521,3,218,10,8,0.25,203,168,2018,7,8
14,1.3039100000000001,103.84679,3,85,5,20,0.74,67,50,2019,8,12
5,1.30863,103.86146,2,44,18,2,0.07,112,362,2017,12,20
3,1.28043,103.85334,2,90,4,2,0.06,1,0,2017,2,9
15,1.28725,103.84788,1,19,1,21,0.66,43,358,2019,6,14
15,1.28824,103.84652,1,24,1,15,0.48,43,355,2019,6,30
15,1.28847,103.84662,1,29,1,6,0.2,43,348,2018,2,10
15,1.2881,103.84625,1,29,1,26,0.82,43,353,2019,1,15
1,1.28455,103.8235,2,69,180,31,0.99,2,336,2019,8,17
15,1.2869899999999999,103.84674,1,24,1,5,0.18,43,363,2019,5,1
15,1.28655,103.84833,1,29,1,2,0.06,43,0,2018,12,26
15,1.28769,103.84678000000001,1,19,1,20,0.67,43,341,2019,7,3
15,1.28673,103.84794000000001,1,19,1,2,0.08,43,358,2017,8,5
15,1.28829,103.84799,1,21,1,8,0.27,43,0,2018,2,3
15,1.28787,103.84683000000001,1,29,1,2,0.07,43,348,2017,6,3
15,1.28702,103.84796,1,29,1,8,0.27,43,348,2019,3,8
15,1.28716,103.84685999999999,1,29,1,1,0.04,43,349,2017,9,4
15,1.2871,103.84751999999999,1,29,1,12,0.4,43,335,2018,6,16
12,1.3105,103.79433,3,219,90,14,0.45,1,360,2019,2,11
10,1.29874,103.83863000000001,3,119,7,20,0.68,19,284,2019,4,29
13,1.29774,103.83639000000001,3,119,6,12,0.4,19,257,2018,9,2
13,1.29587,103.84040999999999,3,119,5,33,1.08,84,75,2019,8,13
14,1.30007,103.85154,1,32,2,11,0.35,14,359,2019,5,15
15,1.287,103.84691,1,39,1,4,0.13,43,22,2019,5,1
5,1.31779,103.85169,2,65,5,15,0.49,7,170,2019,8,3
5,1.3054,103.86092,2,100,1,181,5.74,9,130,2019,8,24
10,1.30795,103.82865,2,210,1,5,0.17,1,155,2018,7,3
1,1.27583,103.83579,2,64,2,2,0.08,2,0,2017,8,12
9,1.3254700000000001,103.85029,2,53,90,5,0.2,1,90,2019,4,23
14,1.29739,103.85231,1,29,2,11,0.43,14,351,2019,5,21
5,1.31226,103.85911,2,56,1,47,1.51,20,352,2019,7,31
11,1.2828600000000001,103.84467,1,31,1,34,1.1,8,357,2019,8,11
10,1.30388,103.83358,2,158,1,23,0.75,10,315,2019,7,28
10,1.3039100000000001,103.8334,2,108,1,4,0.14,10,338,2018,10,28
2,1.33835,103.78372,2,135,2,19,0.65,2,306,2019,8,11
4,1.31177,103.87982,2,124,1,5,0.37,9,354,2019,8,1
14,1.3020200000000002,103.84872,2,119,3,35,1.15,2,79,2019,4,25
11,1.28296,103.84482,2,200,1,2,0.08,1,365,2017,11,6
13,1.2964,103.8371,3,136,2,38,1.28,18,322,2019,8,9
2,1.33875,103.78188,2,135,2,47,1.79,2,75,2019,8,7
4,1.31403,103.88139,2,40,18,1,0.04,59,353,2017,5,8
